1.171875000000000000e+01	5.937500000000000000e-01	4.153867486284019139e-01	5.150743968251714211e-02	-1.903706191032653317e-01
6.343750000000000000e+00	4.062500000000000000e-01	8.904510328108572459e-02	2.327468715047492642e-01	-2.914192179036085295e-01
6.343750000000000000e+00	6.562500000000000000e-01	1.628989667152244136e-01	-2.372388065324896878e-01	-5.963395976043883717e-01
5.406250000000000000e+00	1.531250000000000000e+00	1.594688044315103026e+00	-3.193808893971477048e-01	-5.931056692934015828e-01
8.343750000000000000e+00	1.156250000000000000e+00	9.414370359468250404e-01	3.370339618062676013e-02	-1.931922584123477726e-01
5.406250000000000000e+00	1.562500000000000000e-01	-4.292691186691356686e-02	4.797667932103075183e-02	-7.885760116304637579e-01
1.171875000000000000e+01	6.562500000000000000e-01	7.064712782327704499e-01	-2.395720990957877772e-01	-3.189665758681048957e-01
1.078125000000000000e+01	1.156250000000000000e+00	8.813295028805441245e-01	-4.734361157435025558e-02	-3.633819710776771128e-01
6.968750000000000000e+00	1.406250000000000000e+00	1.551964493195695738e+00	-2.816739987493557251e-01	-5.980576391207640397e-01
3.531250000000000000e+00	1.593750000000000000e+00	1.738609636353433796e+00	1.486952590400379415e-01	-5.777440200275718585e-01
8.343750000000000000e+00	2.812500000000000000e-01	-3.768302993537859802e-01	1.740103197791213196e-01	-6.480162719055408971e-01
1.009375000000000000e+01	3.437500000000000000e-01	4.881027168083562628e-02	-7.191819094606306806e-02	-2.760063347727493843e-01
3.531250000000000000e+00	1.156250000000000000e+00	9.997859676786612360e-01	2.798902281131704917e-01	-4.266288762499050313e-01
5.843750000000000000e+00	3.125000000000000000e-02	-2.630607866656911598e-01	8.162638882271637530e-02	-8.654769241006203817e-01
5.156250000000000000e+00	1.093750000000000000e+00	8.939820262977018483e-01	-1.994750259404367010e-01	-6.658320219537534612e-01
1.053125000000000000e+01	1.031250000000000000e+00	1.072131382856974291e+00	-3.169840591871454505e-01	-3.002019327951653827e-01
5.531250000000000000e+00	1.843750000000000000e+00	3.533722268564752356e-01	1.026839722395442023e-01	-4.373666074709162688e-01
3.593750000000000000e+00	1.406250000000000000e+00	1.565079938854297970e+00	5.149782155407978124e-02	-4.783332095785864380e-01
1.153125000000000000e+01	3.437500000000000000e-01	2.694797334307712511e-01	-1.072201502760353198e-01	-3.367213453599871564e-01
6.218750000000000000e+00	5.937500000000000000e-01	-3.256538865767794749e-02	1.638493301310922357e-01	-6.232494481795579633e-01
5.468750000000000000e+00	1.406250000000000000e+00	1.218115178203210469e+00	-3.535272899523514978e-01	-8.646408179858613430e-01
8.656250000000000000e+00	7.812500000000000000e-01	7.366978953962336485e-01	9.850831557212146039e-02	-4.529611912332891510e-01
9.656250000000000000e+00	3.125000000000000000e-02	-1.807756350751461571e-01	-1.862204151574157474e-01	-3.598344978562129093e-01
8.843750000000000000e+00	3.125000000000000000e-02	-1.632803212154954053e-01	-2.805757434555212204e-01	-4.287459810263800630e-01
8.093750000000000000e+00	9.687500000000000000e-01	1.031538603615062888e+00	1.062444887201015042e-01	-2.794089742346893557e-01
9.968750000000000000e+00	1.562500000000000000e-01	-1.319515363241564876e-01	5.995094715335051727e-02	-2.128428759922428581e-01
7.156250000000000000e+00	1.843750000000000000e+00	2.515868391134514215e-01	-2.383240984822421471e-01	-5.984305206271147703e-01
1.003125000000000000e+01	1.406250000000000000e+00	4.494926554813626352e-01	3.814190458092552027e-02	-4.488037683203353612e-01
9.656250000000000000e+00	1.843750000000000000e+00	1.828313242076931022e-01	2.305863133662577891e-01	-4.783928163124595567e-01
9.906250000000000000e+00	1.718750000000000000e+00	1.005118040537779922e-01	4.334834884621621004e-02	-4.907066294188062727e-01
5.281250000000000000e+00	8.437500000000000000e-01	2.646460572787439625e-01	2.065903264792847138e-01	-4.351080104684845740e-01
6.343750000000000000e+00	7.812500000000000000e-01	2.511241500693876527e-01	2.271460961333721384e-01	-3.497500761791535462e-01
8.968750000000000000e+00	4.687500000000000000e-01	4.081058643996857138e-02	1.910838263874582998e-01	-1.744527747020889197e-01
6.656250000000000000e+00	1.093750000000000000e+00	6.516016562545465796e-01	-3.082904153909794553e-01	-5.841585211141850920e-01
6.281250000000000000e+00	1.406250000000000000e+00	1.147078972205597402e+00	5.887291480458396731e-02	-6.708352194657073442e-01
1.046875000000000000e+01	8.437500000000000000e-01	7.310373425365558342e-01	1.471108617243028216e-01	-1.456463107745253893e-01
6.031250000000000000e+00	5.312500000000000000e-01	-4.582184351977843656e-02	3.201380300025182257e-01	-3.932082813146965394e-01
9.718750000000000000e+00	1.468750000000000000e+00	4.678650854253673108e-01	1.775463702375128516e-01	-4.712858986673410522e-01
8.406250000000000000e+00	1.718750000000000000e+00	5.567372855746089977e-01	8.293553846304232979e-02	-6.476296851776610630e-01
7.093750000000000000e+00	3.437500000000000000e-01	-3.954309841867896802e-01	-1.298803223063534629e-01	-5.913959137428420609e-01
6.843750000000000000e+00	1.156250000000000000e+00	1.044560954670195718e+00	-2.218080267715547838e-01	-3.485668350345687005e-01
9.593750000000000000e+00	1.781250000000000000e+00	3.952075817626604648e-02	1.676761671288086175e-01	-1.696233904945172455e-01
5.531250000000000000e+00	1.718750000000000000e+00	1.251305116778161031e+00	-8.953311020979058676e-02	-4.989019476764267602e-01
8.156250000000000000e+00	1.281250000000000000e+00	9.481045274991581895e-01	8.196442940629430907e-02	-2.256478859946996485e-01
4.968750000000000000e+00	1.468750000000000000e+00	1.258841594799963826e+00	-6.343232944219229230e-02	-5.611882575947789720e-01
6.031250000000000000e+00	1.468750000000000000e+00	1.564934653162327161e+00	1.574733741811241983e-02	-3.038401485178915951e-01
6.531250000000000000e+00	1.343750000000000000e+00	1.250755288164849821e+00	1.699432548473465698e-01	-4.187806520070909144e-01
8.218750000000000000e+00	3.125000000000000000e-02	1.299668445127401539e-01	-1.727707172850848072e-01	-3.838697880813983776e-01
