1	0.1899463	|	0.18281329	|	0.0071330112
2	18.203197	|	2.3928912	|	15.810307
3	0.41260898	|	0.29504293	|	0.11756605
4	0.95952284	|	0.41332722	|	0.5461956
5	0.28057954	|	0.27798486	|	0.0025946684
6	1.12845	|	0.31963822	|	0.8088118
7	0.6770907	|	0.22068836	|	0.45640233
8	0.20074904	|	0.1926488	|	0.008100245
9	0.80644536	|	0.33297876	|	0.4734666
10	0.5466521	|	0.29005075	|	0.25660133
11	0.23959856	|	0.22151153	|	0.018087035
12	0.38440236	|	0.24205033	|	0.14235203
13	0.33310515	|	0.2769072	|	0.05619794
14	0.41129193	|	0.3510834	|	0.06020854
15	0.4879719	|	0.3558133	|	0.13215862
16	0.27206007	|	0.24945584	|	0.022604223
17	0.19067822	|	0.17580457	|	0.014873647
18	0.20706293	|	0.17573361	|	0.031329323
19	0.22785087	|	0.21667044	|	0.011180436
20	0.30776507	|	0.26174664	|	0.046018418
21	0.3085879	|	0.2622705	|	0.04631741
22	0.23005699	|	0.22418393	|	0.005873058
23	0.22031762	|	0.19439405	|	0.02592357
24	0.22551553	|	0.18690453	|	0.038611
25	0.20458573	|	0.19602494	|	0.008560785
26	0.21442792	|	0.21067646	|	0.003751463
27	0.22650029	|	0.20914237	|	0.017357918
28	0.19431168	|	0.18846314	|	0.005848546
29	0.18062001	|	0.17455156	|	0.006068451
30	0.20173083	|	0.17659733	|	0.0251335
31	0.19254065	|	0.17709005	|	0.0154506015
32	0.17802748	|	0.17273661	|	0.0052908687
33	0.19688211	|	0.17201664	|	0.024865473
34	0.19790457	|	0.17316091	|	0.024743661
35	0.1819808	|	0.1764084	|	0.005572409
36	0.18719062	|	0.18090688	|	0.0062837494
37	0.18502519	|	0.17720477	|	0.007820412
38	0.1691181	|	0.16785781	|	0.0012602946
39	0.1685528	|	0.164167	|	0.0043858024
40	0.17232345	|	0.16560489	|	0.006718566
41	0.1678951	|	0.16649409	|	0.0014010044
42	0.16933827	|	0.16677836	|	0.0025599133
43	0.17605089	|	0.16744585	|	0.008605038
44	0.17447035	|	0.16788456	|	0.0065857903
45	0.16967615	|	0.16836588	|	0.0013102683
46	0.17018028	|	0.16838896	|	0.0017913119
47	0.16909851	|	0.16631474	|	0.0027837725
48	0.16438586	|	0.16349904	|	0.0008868155
49	0.16440538	|	0.16299066	|	0.0014147139
50	0.1668249	|	0.1640085	|	0.002816407
51	0.1650911	|	0.16393098	|	0.0011601223
52	0.16442047	|	0.16310327	|	0.0013172034
53	0.16653053	|	0.1626689	|	0.0038616313
54	0.16557468	|	0.16251661	|	0.003058079
55	0.1638225	|	0.16283485	|	0.0009876549
56	0.16481583	|	0.16334601	|	0.001469824
57	0.16465391	|	0.1629807	|	0.0016732097
58	0.16322777	|	0.16216142	|	0.0010663419
59	0.16375762	|	0.16198055	|	0.0017770686
60	0.16414501	|	0.1620569	|	0.0020881218
61	0.16306643	|	0.16182072	|	0.0012457129
62	0.16295509	|	0.16158351	|	0.0013715797
63	0.16331296	|	0.16144341	|	0.0018695431
64	0.16259393	|	0.16127914	|	0.0013147878
65	0.16236407	|	0.16130726	|	0.0010568094
66	0.16292314	|	0.16147211	|	0.0014510314
67	0.1627449	|	0.16150203	|	0.0012428606
68	0.16250733	|	0.16154501	|	0.0009623119
69	0.16285358	|	0.16165327	|	0.0012003137
70	0.1626447	|	0.16153257	|	0.001112129
71	0.16216208	|	0.16124634	|	0.00091574236
72	0.16222712	|	0.16106346	|	0.0011636625
73	0.1621261	|	0.16096273	|	0.0011633597
74	0.16183679	|	0.1609402	|	0.00089658133
75	0.16200876	|	0.16104275	|	0.00096601027
76	0.16212301	|	0.16111724	|	0.0010057742
77	0.16196668	|	0.16109735	|	0.0008693403
78	0.16204053	|	0.16107538	|	0.0009651492
79	0.16205429	|	0.16103475	|	0.0010195336
80	0.16183434	|	0.16098122	|	0.0008531196
81	0.16180891	|	0.1609852	|	0.0008237044
82	0.16181812	|	0.1609766	|	0.00084151415
83	0.16169064	|	0.16090551	|	0.00078513334
84	0.1617182	|	0.16085917	|	0.0008590387
85	0.16176318	|	0.16085866	|	0.0009045216
86	0.16167524	|	0.16086982	|	0.0008054205
87	0.16167893	|	0.16088502	|	0.0007938976
88	0.16168942	|	0.160868	|	0.00082141254
89	0.1616104	|	0.16082524	|	0.0007851544
90	0.16161482	|	0.16081168	|	0.00080314267
91	0.16162893	|	0.16080955	|	0.0008193815
92	0.16157638	|	0.1607914	|	0.0007849792
93	0.1615788	|	0.16077913	|	0.0007996652
94	0.16157395	|	0.16076657	|	0.0008073779
95	0.16152164	|	0.16074078	|	0.0007808587
96	0.16152063	|	0.16071655	|	0.0008040744
97	0.16151728	|	0.16069978	|	0.0008174943
98	0.161491	|	0.1606999	|	0.0007910959
99	0.16150491	|	0.16071387	|	0.0007910463
100	0.1615015	|	0.16070549	|	0.0007960126
101	0.16147786	|	0.16067144	|	0.0008064188
102	0.16147809	|	0.16064194	|	0.0008361478
103	0.16145915	|	0.1606255	|	0.0008336462
104	0.16143829	|	0.16061768	|	0.0008206036
105	0.16144063	|	0.16060932	|	0.0008313049
106	0.16142946	|	0.16059299	|	0.00083647505
107	0.16142331	|	0.16057822	|	0.00084508583
108	0.1614268	|	0.1605676	|	0.0008592025
109	0.16141409	|	0.16055427	|	0.00085980905
110	0.16140726	|	0.16054134	|	0.0008659212
111	0.16140334	|	0.16052827	|	0.0008750759
112	0.16139053	|	0.16051167	|	0.00087885984
113	0.16138758	|	0.16049576	|	0.00089181506
114	0.16138346	|	0.16048303	|	0.00090042694
115	0.16137484	|	0.16047467	|	0.00090016454
116	0.16137308	|	0.16046786	|	0.000905223
117	0.16136654	|	0.16045554	|	0.00091099227
118	0.16136003	|	0.16044022	|	0.0009197989
119	0.16135816	|	0.16042832	|	0.00092985184
120	0.16135207	|	0.16042024	|	0.0009318311
121	0.16134852	|	0.1604136	|	0.0009349253
122	0.16134551	|	0.16040419	|	0.00094132853
123	0.16133913	|	0.16039126	|	0.00094787107
124	0.16133574	|	0.16037866	|	0.0009570687
125	0.16133122	|	0.16036823	|	0.0009629926
126	0.16132656	|	0.16036005	|	0.0009665007
127	0.1613245	|	0.1603524	|	0.0009721098
128	0.1613206	|	0.16034299	|	0.0009775991
